Frequency [D/H],Data Type,Observation time UTC,Data Source,Radiation [MJ/m2],PERIOD [hrs]
D,Global,2025-08-27T11:59:00Z,D,8.54,24
D,Global,2025-08-28T11:59:00Z,D,11.78,24
D,Global,2025-08-29T11:59:00Z,D,10.46,24
D,Global,2025-08-30T11:59:00Z,D,9.78,24
D,Global,2025-08-31T11:59:00Z,D,4.52,24
D,Global,2025-09-01T11:59:00Z,D,12,24
D,Global,2025-09-02T11:59:00Z,D,12.26,24
D,Global,2025-09-03T11:59:00Z,D,13.5,24
D,Global,2025-09-04T11:59:00Z,D,13.16,24
D,Global,2025-09-05T11:59:00Z,D,8.47,24
D,Global,2025-09-06T11:59:00Z,D,3.41,24
D,Global,2025-09-07T11:59:00Z,D,15.83,24
D,Global,2025-09-08T11:59:00Z,D,16.62,24
D,Global,2025-09-09T11:59:00Z,D,16.21,24
D,Global,2025-09-10T11:59:00Z,D,11.66,24
D,Global,2025-09-11T11:59:00Z,D,12.71,24
D,Global,2025-09-12T11:59:00Z,D,3.69,24
D,Global,2025-09-13T11:59:00Z,D,14.08,24
D,Global,2025-09-14T11:59:00Z,D,14.49,24
D,Global,2025-09-15T11:59:00Z,D,14.81,24
D,Global,2025-09-16T11:59:00Z,D,12.03,24
D,Global,2025-09-17T11:59:00Z,D,9.39,24
D,Global,2025-09-18T11:59:00Z,D,6.48,24
D,Global,2025-09-19T11:59:00Z,D,12.72,24
D,Global,2025-09-20T11:59:00Z,D,20.58,24
D,Global,2025-09-21T11:59:00Z,D,7.74,24
D,Global,2025-09-22T11:59:00Z,D,5.23,24
D,Global,2025-09-23T11:59:00Z,D,5.7,24
D,Global,2025-09-24T11:59:00Z,D,2.61,24
D,Global,2025-09-25T11:59:00Z,D,14.16,24
D,Global,2025-09-26T11:59:00Z,D,17.01,24
D,Global,2025-09-27T11:59:00Z,D,17.93,24
D,Global,2025-09-28T10:59:00Z,D,17.13,24
D,Global,2025-09-29T10:59:00Z,D,12.74,24
D,Global,2025-09-30T10:59:00Z,D,19.99,24
D,Global,2025-10-01T10:59:00Z,D,13.06,24
D,Global,2025-10-02T10:59:00Z,D,9.41,24
D,Global,2025-10-03T10:59:00Z,D,6.02,24
D,Global,2025-10-04T10:59:00Z,D,10.14,24
D,Global,2025-10-05T10:59:00Z,D,16.52,24
D,Global,2025-10-06T10:59:00Z,D,10.95,24
D,Global,2025-10-07T10:59:00Z,D,16.47,24
D,Global,2025-10-08T10:59:00Z,D,18.42,24
D,Global,2025-10-09T10:59:00Z,D,10.21,24
D,Global,2025-10-10T10:59:00Z,D,8.24,24
D,Global,2025-10-11T10:59:00Z,D,9.06,24
D,Global,2025-10-12T10:59:00Z,D,7.75,24
D,Global,2025-10-13T10:59:00Z,D,9.3,24
D,Global,2025-10-14T10:59:00Z,D,5.58,24
D,Global,2025-10-15T10:59:00Z,D,14.34,24
D,Global,2025-10-16T10:59:00Z,D,20.04,24
D,Global,2025-10-17T10:59:00Z,D,24.77,24
D,Global,2025-10-18T10:59:00Z,D,16.3,24
